year,siglas,cod_partido,color_cod_partido,cod_partido_votos,cod_partido_por_voto
2012,CiU,partido_1,#1e4a8e,votos_partido_1,por_voto_partido_1
2012,ERC,partido_3,#e5ab4b,votos_partido_3,por_voto_partido_3
2012,ICV-EUiA,partido_5,#909497,votos_partido_5,por_voto_partido_5
2012,PSC,partido_2,#da1f35,votos_partido_2,por_voto_partido_2
2012,CUP,partido_7,#e5c64b,votos_partido_7,por_voto_partido_7
2012,PP,partido_4,#0393d3,votos_partido_4,por_voto_partido_4
2012,Cs,partido_6,#da5b1f,votos_partido_6,por_voto_partido_6
2012,SI,partido_8,#909497,votos_partido_8,por_voto_partido_8
2012,Otros,partido_99,#404142,votos_partido_99,por_voto_partido_99
